year,month,program,script,live_call,adherent,days_to_refill_band,days_missed_band,engaged,days_to_initial_call,targeted_members,outreached_members,reached_members,engaged_members,days_to_refill,days_missed
2015,9,Live Call,Chronic Non-Adherent,1,0,7-Apr,22-30,0,49,2,2,0,0,10,53
2015,9,Live Call,Chronic Non-Adherent,1,0,7-Apr,22-30,1,34,2,2,2,2,12,48
2015,9,Live Call,Chronic Non-Adherent,1,0,7-Apr,31-60,0,146,9,9,1,0,51,461
2015,9,Live Call,Chronic Non-Adherent,1,0,7-Apr,31-60,1,20,1,1,1,1,5,59
2015,9,Live Call,Chronic Non-Adherent,1,0,7-Apr,14-Aug,0,106,8,8,1,0,47,99
2015,9,Live Call,Chronic Non-Adherent,1,0,7-Apr,14-Aug,1,19,1,1,1,1,6,8
2015,9,Live Call,Chronic Non-Adherent,1,0,7-Apr,<=7,0,232,17,17,0,0,97,0
2015,9,Live Call,Chronic Non-Adherent,1,0,7-Apr,<=7,1,122,6,6,6,6,38,8
2015,9,Live Call,Chronic Non-Adherent,1,0,7-Apr,>60,0,100,5,5,0,0,24,333
2015,9,Live Call,Chronic Non-Adherent,1,0,7-Apr,>60,1,7,1,1,1,1,4,65
2015,9,Live Call,Chronic Non-Adherent,1,0,10-Aug,15-21,0,89,4,4,2,0,36,75
2015,9,Live Call,Chronic Non-Adherent,1,0,10-Aug,15-21,1,133,9,9,9,9,88,170
2015,9,Live Call,Chronic Non-Adherent,1,0,10-Aug,22-30,0,33,3,3,1,0,26,74
2015,9,Live Call,Chronic Non-Adherent,1,0,10-Aug,31-60,0,54,3,3,1,0,27,149
2015,9,Live Call,Chronic Non-Adherent,1,0,10-Aug,31-60,1,6,1,1,1,1,8,56
2015,9,Live Call,Chronic Non-Adherent,1,0,10-Aug,14-Aug,0,37,4,4,3,0,39,39
2015,9,Live Call,Chronic Non-Adherent,1,0,10-Aug,14-Aug,1,21,1,1,1,1,8,9
2015,9,Live Call,Chronic Non-Adherent,1,0,10-Aug,<=7,0,343,21,21,4,0,194,44
2015,9,Live Call,Chronic Non-Adherent,1,0,10-Aug,<=7,1,35,4,4,4,4,35,0
2015,9,Live Call,Chronic Non-Adherent,1,0,10-Aug,>60,0,30,2,2,2,0,16,150
2015,9,Live Call,Chronic Non-Adherent,1,0,10-Aug,>60,1,22,3,3,3,3,24,216
2015,9,Live Call,Chronic Non-Adherent,1,0,<=3,15-21,0,64285,3405,3405,513,0,4,60673
2015,9,Live Call,Chronic Non-Adherent,1,0,<=3,15-21,1,14651,808,808,808,808,0,14349
2015,9,Live Call,Chronic Non-Adherent,1,0,<=3,22-30,0,58611,3158,3158,438,0,11,80859
2015,9,Live Call,Chronic Non-Adherent,1,0,<=3,22-30,1,10823,604,604,604,604,0,15442
2015,9,Live Call,Chronic Non-Adherent,1,0,<=3,31-60,0,82508,4605,4605,620,0,6,198631
2015,9,Live Call,Chronic Non-Adherent,1,0,<=3,31-60,1,17765,1080,1080,1080,1080,8,46427
2015,9,Live Call,Chronic Non-Adherent,1,0,<=3,14-Aug,0,79117,4367,4367,642,0,9,47047
2015,9,Live Call,Chronic Non-Adherent,1,0,<=3,14-Aug,1,20009,1138,1138,1138,1138,7,12186
2015,9,Live Call,Chronic Non-Adherent,1,0,<=3,<=7,0,278024,15881,15881,2522,0,56,23124
2015,9,Live Call,Chronic Non-Adherent,1,0,<=3,<=7,1,79830,4866,4866,4866,4866,17,7206
2015,9,Live Call,Chronic Non-Adherent,1,0,<=3,>60,0,32085,1875,1875,287,0,5,137936
2015,9,Live Call,Chronic Non-Adherent,1,0,<=3,>60,1,7043,435,435,435,435,5,31782
2015,9,Live Call,Chronic Non-Adherent,1,0,>10,15-21,0,1012,60,60,8,0,5184,1064
2015,9,Live Call,Chronic Non-Adherent,1,0,>10,15-21,1,369,18,18,18,18,1326,307
2015,9,Live Call,Chronic Non-Adherent,1,0,>10,22-30,0,959,48,48,8,0,3543,1225
2015,9,Live Call,Chronic Non-Adherent,1,0,>10,22-30,1,180,13,13,13,13,905,326
2015,9,Live Call,Chronic Non-Adherent,1,0,>10,31-60,0,1896,119,119,20,0,11843,5186
2015,9,Live Call,Chronic Non-Adherent,1,0,>10,31-60,1,512,26,26,26,26,2203,1156
2015,9,Live Call,Chronic Non-Adherent,1,0,>10,14-Aug,0,1660,80,80,9,0,5710,894
2015,9,Live Call,Chronic Non-Adherent,1,0,>10,14-Aug,1,413,22,22,22,22,1979,263
2015,9,Live Call,Chronic Non-Adherent,1,0,>10,<=7,0,8257,501,501,82,0,39049,567
2015,9,Live Call,Chronic Non-Adherent,1,0,>10,<=7,1,2237,139,139,139,139,11402,120
2015,9,Live Call,Chronic Non-Adherent,1,0,>10,>60,0,1006,51,51,5,0,4454,3733
2015,9,Live Call,Chronic Non-Adherent,1,0,>10,>60,1,162,20,20,20,20,2720,1402
2015,9,Live Call,Chronic Non-Adherent,1,1,7-Apr,15-21,0,125,6,6,0,0,39,106
2015,9,Live Call,Chronic Non-Adherent,1,1,7-Apr,22-30,0,49,4,4,0,0,26,99
2015,9,Live Call,Chronic Non-Adherent,1,1,7-Apr,22-30,1,20,2,2,2,2,12,44
2015,9,Live Call,Chronic Non-Adherent,1,1,7-Apr,31-60,0,104,5,5,0,0,29,220
2015,9,Live Call,Chronic Non-Adherent,1,1,7-Apr,31-60,1,60,3,3,3,3,12,147
2015,9,Live Call,Chronic Non-Adherent,1,1,7-Apr,14-Aug,0,49,4,4,0,0,20,44
2015,9,Live Call,Chronic Non-Adherent,1,1,7-Apr,14-Aug,1,23,1,1,1,1,6,12
2015,9,Live Call,Chronic Non-Adherent,1,1,7-Apr,<=7,0,1267,65,65,7,0,368,55
2015,9,Live Call,Chronic Non-Adherent,1,1,7-Apr,<=7,1,150,8,8,8,8,42,3
2015,9,Live Call,Chronic Non-Adherent,1,1,7-Apr,>60,0,18,1,1,0,0,4,84
2015,9,Live Call,Chronic Non-Adherent,1,1,10-Aug,15-21,0,143,8,8,2,0,67,142
2015,9,Live Call,Chronic Non-Adherent,1,1,10-Aug,22-30,0,33,3,3,0,0,26,72
2015,9,Live Call,Chronic Non-Adherent,1,1,10-Aug,31-60,0,71,3,3,0,0,24,120
2015,9,Live Call,Chronic Non-Adherent,1,1,10-Aug,14-Aug,0,29,2,2,0,0,16,27
2015,9,Live Call,Chronic Non-Adherent,1,1,10-Aug,<=7,0,691,32,32,1,0,289,31
2015,9,Live Call,Chronic Non-Adherent,1,1,10-Aug,<=7,1,239,16,16,16,16,129,14
2015,9,Live Call,Chronic Non-Adherent,1,1,10-Aug,>60,0,33,1,1,0,0,10,78
2015,9,Live Call,Chronic Non-Adherent,1,1,<=3,15-21,0,17353,950,950,131,0,1,16716
2015,9,Live Call,Chronic Non-Adherent,1,1,<=3,15-21,1,5260,288,288,288,288,0,5083
2015,9,Live Call,Chronic Non-Adherent,1,1,<=3,22-30,0,14167,785,785,113,0,0,19958
2015,9,Live Call,Chronic Non-Adherent,1,1,<=3,22-30,1,3162,198,198,198,198,0,5058
2015,9,Live Call,Chronic Non-Adherent,1,1,<=3,31-60,0,18923,1076,1076,149,0,0,46593
2015,9,Live Call,Chronic Non-Adherent,1,1,<=3,31-60,1,4146,257,257,257,257,9,11315
2015,9,Live Call,Chronic Non-Adherent,1,1,<=3,14-Aug,0,30670,1694,1694,256,0,6,17808
2015,9,Live Call,Chronic Non-Adherent,1,1,<=3,14-Aug,1,7291,421,421,421,421,0,4482
2015,9,Live Call,Chronic Non-Adherent,1,1,<=3,<=7,0,180517,10484,10484,1691,0,89,11112
2015,9,Live Call,Chronic Non-Adherent,1,1,<=3,<=7,1,49038,2982,2982,2982,2982,26,3086
2015,9,Live Call,Chronic Non-Adherent,1,1,<=3,>60,0,8654,481,481,72,0,5,36083
2015,9,Live Call,Chronic Non-Adherent,1,1,<=3,>60,1,2011,119,119,119,119,0,8781
2015,9,Live Call,Chronic Non-Adherent,1,1,>10,15-21,0,1169,59,59,9,0,3253,1015
2015,9,Live Call,Chronic Non-Adherent,1,1,>10,15-21,1,126,11,11,11,11,786,193
2015,9,Live Call,Chronic Non-Adherent,1,1,>10,22-30,0,434,26,26,2,0,1327,662
2015,9,Live Call,Chronic Non-Adherent,1,1,>10,22-30,1,73,5,5,5,5,270,131
2015,9,Live Call,Chronic Non-Adherent,1,1,>10,31-60,0,1074,55,55,15,0,2975,2332
2015,9,Live Call,Chronic Non-Adherent,1,1,>10,31-60,1,178,14,14,14,14,810,529
2015,9,Live Call,Chronic Non-Adherent,1,1,>10,14-Aug,0,1463,74,74,8,0,4227,780
2015,9,Live Call,Chronic Non-Adherent,1,1,>10,14-Aug,1,472,27,27,27,27,1957,293
2015,9,Live Call,Chronic Non-Adherent,1,1,>10,<=7,0,20135,1170,1170,185,0,87087,575
2015,9,Live Call,Chronic Non-Adherent,1,1,>10,<=7,1,5222,306,306,306,306,23723,209
2015,9,Live Call,Chronic Non-Adherent,1,1,>10,>60,0,97,6,6,0,0,564,441
2015,10,IVR,Late to Refill,0,0,7-Apr,15-21,0,8,8,8,5,0,45,146
2015,10,IVR,Late to Refill,0,0,7-Apr,15-21,1,2,2,2,2,2,8,31
2015,10,IVR,Late to Refill,0,0,7-Apr,22-30,0,85,72,72,47,0,383,2152
2015,10,IVR,Late to Refill,0,0,7-Apr,22-30,1,16,14,14,14,14,71,420
2015,10,IVR,Late to Refill,0,0,7-Apr,31-60,0,33,31,31,14,0,163,1645
2015,10,IVR,Late to Refill,0,0,7-Apr,31-60,1,6,5,5,5,5,23,252
2015,10,IVR,Late to Refill,0,0,7-Apr,14-Aug,0,33,31,31,16,0,167,332
2015,10,IVR,Late to Refill,0,0,7-Apr,14-Aug,1,5,4,4,4,4,20,35
2015,10,IVR,Late to Refill,0,0,7-Apr,<=7,0,640,560,560,323,0,2991,3008
2015,10,IVR,Late to Refill,0,0,7-Apr,<=7,1,135,117,117,117,117,614,622
2015,10,IVR,Late to Refill,0,0,10-Aug,15-21,0,5,5,5,5,0,43,89
2015,10,IVR,Late to Refill,0,0,10-Aug,15-21,1,1,1,1,1,1,9,16
2015,10,IVR,Late to Refill,0,0,10-Aug,22-30,0,40,36,36,18,0,327,1064
2015,10,IVR,Late to Refill,0,0,10-Aug,22-30,1,15,9,9,9,9,84,264
2015,10,IVR,Late to Refill,0,0,10-Aug,31-60,0,30,29,29,6,0,260,1449
2015,10,IVR,Late to Refill,0,0,10-Aug,31-60,1,6,6,6,6,6,57,298
2015,10,IVR,Late to Refill,0,0,10-Aug,14-Aug,0,335,284,284,136,0,2522,2565
2015,10,IVR,Late to Refill,0,0,10-Aug,14-Aug,1,40,34,34,34,34,309,312
2015,10,IVR,Late to Refill,0,0,<=3,15-21,0,10,8,8,6,0,12,142
2015,10,IVR,Late to Refill,0,0,<=3,15-21,1,1,1,1,1,1,1,15
2015,10,IVR,Late to Refill,0,0,<=3,22-30,0,75,68,68,22,0,133,2039
2015,10,IVR,Late to Refill,0,0,<=3,22-30,1,9,6,6,6,6,11,180
2015,10,IVR,Late to Refill,0,0,<=3,31-60,0,43,39,39,15,0,77,2204
2015,10,IVR,Late to Refill,0,0,<=3,31-60,1,5,5,5,5,5,12,295
2015,10,IVR,Late to Refill,0,0,<=3,14-Aug,0,20,20,20,2,0,34,215
2015,10,IVR,Late to Refill,0,0,<=3,14-Aug,1,6,6,6,6,6,9,74
2015,10,IVR,Late to Refill,0,0,<=3,<=7,0,680,584,584,340,0,1091,1153
2015,10,IVR,Late to Refill,0,0,<=3,<=7,1,134,112,112,108,112,189,231
2015,10,IVR,Late to Refill,0,0,>10,15-21,0,399,364,364,192,0,6745,6458
2015,10,IVR,Late to Refill,0,0,>10,15-21,1,112,94,94,94,94,1664,1660
2015,10,IVR,Late to Refill,0,0,>10,22-30,0,609,540,540,243,0,13655,14839
2015,10,IVR,Late to Refill,0,0,>10,22-30,1,137,110,110,108,110,2578,3010
2015,10,IVR,Late to Refill,0,0,>10,31-60,0,1343,1142,1142,543,0,47780,54003
2015,10,IVR,Late to Refill,0,0,>10,31-60,1,252,198,198,197,198,8372,9502
2015,10,IVR,Late to Refill,0,0,>10,14-Aug,0,389,326,326,199,0,4962,4048
2015,10,IVR,Late to Refill,0,0,>10,14-Aug,1,82,56,56,56,56,791,696
2015,10,IVR,Late to Refill,0,0,>10,<=7,0,14,13,13,6,0,1175,58
2015,10,IVR,Late to Refill,0,0,>10,<=7,1,2,2,2,2,2,153,5
2015,10,IVR,Late to Refill,0,0,>10,>60,0,2921,2619,2619,1167,0,248263,227968
2015,10,IVR,Late to Refill,0,0,>10,>60,1,696,550,550,548,550,52704,48138
2015,10,IVR,Late to Refill,0,1,7-Apr,15-21,0,1,1,1,1,0,5,17
2015,10,IVR,Late to Refill,0,1,7-Apr,15-21,1,1,1,1,1,1,7,16
2015,10,IVR,Late to Refill,0,1,7-Apr,22-30,0,7,5,5,2,0,27,150
2015,10,IVR,Late to Refill,0,1,7-Apr,22-30,1,1,1,1,1,1,6,30
2015,10,IVR,Late to Refill,0,1,7-Apr,31-60,0,3,3,3,0,0,17,180
2015,10,IVR,Late to Refill,0,1,7-Apr,<=7,0,40,36,36,20,0,191,194
2015,10,IVR,Late to Refill,0,1,7-Apr,<=7,1,4,4,4,4,4,21,21
2015,10,IVR,Late to Refill,0,1,10-Aug,22-30,0,2,2,2,0,0,16,60
2015,10,IVR,Late to Refill,0,1,10-Aug,14-Aug,0,35,32,32,9,0,279,288
2015,10,IVR,Late to Refill,0,1,10-Aug,14-Aug,1,4,3,3,3,3,28,28
2015,10,IVR,Late to Refill,0,1,<=3,22-30,0,8,8,8,1,0,12,236
2015,10,IVR,Late to Refill,0,1,<=3,<=7,0,69,60,60,32,0,122,131
2015,10,IVR,Late to Refill,0,1,<=3,<=7,1,6,6,6,6,6,11,19
2015,10,IVR,Late to Refill,0,1,>10,15-21,0,41,37,37,21,0,648,654
2015,10,IVR,Late to Refill,0,1,>10,15-21,1,3,2,2,2,2,36,36
2015,10,IVR,Late to Refill,0,1,>10,22-30,0,32,31,31,10,0,772,842
2015,10,IVR,Late to Refill,0,1,>10,22-30,1,9,8,8,8,8,206,206
2015,10,IVR,Late to Refill,0,1,>10,31-60,0,46,43,43,25,0,1845,2005
2015,10,IVR,Late to Refill,0,1,>10,31-60,1,11,9,9,9,9,418,392
2015,10,IVR,Late to Refill,0,1,>10,14-Aug,0,35,30,30,14,0,549,365
2015,10,IVR,Late to Refill,0,1,>10,14-Aug,1,6,6,6,6,6,82,82
2015,10,IVR,Late to Refill,0,1,>10,<=7,0,1,1,1,0,0,46,4
2015,10,IVR,Late to Refill,0,1,>10,>60,0,470,413,413,174,0,34864,33536
2015,10,IVR,Late to Refill,0,1,>10,>60,1,105,88,88,86,88,7257,7030
2015,10,IVR,Chronic Non-Adherent,0,0,,,,,11110,0,,,,
2015,10,IVR,Chronic Non-Adherent,0,0,7-Apr,31-60,0,1,1,1,0,0,5,54
2015,10,IVR,Chronic Non-Adherent,0,0,7-Apr,14-Aug,0,2,2,2,2,0,14,26
2015,10,IVR,Chronic Non-Adherent,0,0,7-Apr,<=7,0,1,1,1,0,0,4,6
2015,10,IVR,Chronic Non-Adherent,0,0,7-Apr,<=7,1,2,2,2,1,2,10,0
2015,10,IVR,Chronic Non-Adherent,0,0,10-Aug,22-30,1,2,2,2,2,2,16,44
2015,10,IVR,Chronic Non-Adherent,0,0,10-Aug,<=7,0,3,2,2,1,0,18,0
2015,10,IVR,Chronic Non-Adherent,0,0,<=3,15-21,0,321,188,188,86,0,2,3388
2015,10,IVR,Chronic Non-Adherent,0,0,<=3,15-21,1,58,54,54,52,54,0,949
2015,10,IVR,Chronic Non-Adherent,0,0,<=3,22-30,0,212,204,204,66,0,2,5394
2015,10,IVR,Chronic Non-Adherent,0,0,<=3,22-30,1,67,56,56,55,56,0,1435
2015,10,IVR,Chronic Non-Adherent,0,0,<=3,31-60,0,521,475,475,177,0,1,19477
2015,10,IVR,Chronic Non-Adherent,0,0,<=3,31-60,1,126,88,88,87,88,0,3924
2015,10,IVR,Chronic Non-Adherent,0,0,<=3,14-Aug,0,400,288,288,121,0,12,3156
2015,10,IVR,Chronic Non-Adherent,0,0,<=3,14-Aug,1,245,78,78,78,78,0,808
2015,10,IVR,Chronic Non-Adherent,0,0,<=3,<=7,0,3172,2685,2685,1315,0,7,6038
2015,10,IVR,Chronic Non-Adherent,0,0,<=3,<=7,1,672,562,562,557,562,3,937
2015,10,IVR,Chronic Non-Adherent,0,0,<=3,>60,0,204,194,194,79,0,0,14380
2015,10,IVR,Chronic Non-Adherent,0,0,<=3,>60,1,68,63,63,63,63,0,4680
2015,10,IVR,Chronic Non-Adherent,0,0,>10,15-21,0,3,3,3,1,0,302,60
2015,10,IVR,Chronic Non-Adherent,0,0,>10,22-30,0,8,8,8,2,0,739,213
2015,10,IVR,Chronic Non-Adherent,0,0,>10,22-30,1,4,4,4,4,4,341,116
2015,10,IVR,Chronic Non-Adherent,0,0,>10,31-60,0,5,5,5,1,0,520,216
2015,10,IVR,Chronic Non-Adherent,0,0,>10,31-60,1,3,3,3,3,3,272,159
2015,10,IVR,Chronic Non-Adherent,0,0,>10,14-Aug,0,5,5,5,1,0,166,55
2015,10,IVR,Chronic Non-Adherent,0,0,>10,<=7,0,56,47,47,17,0,3340,93
2015,10,IVR,Chronic Non-Adherent,0,0,>10,<=7,1,16,15,15,15,15,1393,24
2015,10,IVR,Chronic Non-Adherent,0,0,>10,>60,0,6,4,4,2,0,374,296
2015,10,IVR,Chronic Non-Adherent,0,1,,,,,22170,0,,,,
2015,10,IVR,Chronic Non-Adherent,0,1,7-Apr,15-21,0,2,2,2,0,0,8,42
2015,10,IVR,Chronic Non-Adherent,0,1,7-Apr,31-60,0,1,1,1,0,0,7,52
2015,10,IVR,Chronic Non-Adherent,0,1,7-Apr,<=7,0,19,19,19,11,0,102,1
2015,10,IVR,Chronic Non-Adherent,0,1,7-Apr,<=7,1,2,2,2,2,2,13,4
2015,10,IVR,Chronic Non-Adherent,0,1,10-Aug,14-Aug,0,5,3,3,2,0,25,32
2015,10,IVR,Chronic Non-Adherent,0,1,10-Aug,<=7,0,7,4,4,4,0,35,0
2015,10,IVR,Chronic Non-Adherent,0,1,10-Aug,<=7,1,1,1,1,1,1,9,2
2015,10,IVR,Chronic Non-Adherent,0,1,<=3,15-21,0,405,355,355,184,0,4,6396
2015,10,IVR,Chronic Non-Adherent,0,1,<=3,15-21,1,111,74,74,73,74,0,1319
2015,10,IVR,Chronic Non-Adherent,0,1,<=3,22-30,0,304,242,242,114,0,0,6169
2015,10,IVR,Chronic Non-Adherent,0,1,<=3,22-30,1,94,70,70,70,70,3,1806
2015,10,IVR,Chronic Non-Adherent,0,1,<=3,31-60,0,426,356,356,159,0,0,15223
2015,10,IVR,Chronic Non-Adherent,0,1,<=3,31-60,1,96,82,82,80,82,0,3564
2015,10,IVR,Chronic Non-Adherent,0,1,<=3,14-Aug,0,589,514,514,268,0,0,5604
2015,10,IVR,Chronic Non-Adherent,0,1,<=3,14-Aug,1,137,114,114,112,114,0,1217
2015,10,IVR,Chronic Non-Adherent,0,1,<=3,<=7,0,3441,2966,2966,1503,0,13,2791
2015,10,IVR,Chronic Non-Adherent,0,1,<=3,<=7,1,763,637,637,632,637,1,531
2015,10,IVR,Chronic Non-Adherent,0,1,<=3,>60,0,179,145,145,73,0,2,10943
2015,10,IVR,Chronic Non-Adherent,0,1,<=3,>60,1,32,26,26,25,26,0,1901
2015,10,IVR,Chronic Non-Adherent,0,1,>10,15-21,0,11,10,10,5,0,638,177
2015,10,IVR,Chronic Non-Adherent,0,1,>10,15-21,1,1,1,1,1,1,106,20
2015,10,IVR,Chronic Non-Adherent,0,1,>10,22-30,0,20,17,17,7,0,902,446
2015,10,IVR,Chronic Non-Adherent,0,1,>10,22-30,1,3,2,2,2,2,128,56
2015,10,IVR,Chronic Non-Adherent,0,1,>10,31-60,0,19,13,13,11,0,831,562
2015,10,IVR,Chronic Non-Adherent,0,1,>10,31-60,1,2,2,2,2,2,124,79
2015,10,IVR,Chronic Non-Adherent,0,1,>10,14-Aug,0,24,21,21,5,0,1324,227
2015,10,IVR,Chronic Non-Adherent,0,1,>10,14-Aug,1,1,1,1,0,1,75,12
2015,10,IVR,Chronic Non-Adherent,0,1,>10,<=7,0,444,355,355,192,0,25227,211
2015,10,IVR,Chronic Non-Adherent,0,1,>10,<=7,1,62,51,51,49,51,3333,37
2015,10,Live Call,Late to Refill,1,0,7-Apr,22-30,0,10,3,3,1,0,15,90
2015,10,Live Call,Late to Refill,1,0,7-Apr,22-30,1,62,7,7,7,7,31,210
2015,10,Live Call,Late to Refill,1,0,7-Apr,31-60,0,8,1,1,1,0,7,60
2015,10,Live Call,Late to Refill,1,0,7-Apr,31-60,1,28,4,4,4,4,28,240
2015,10,Live Call,Late to Refill,1,0,7-Apr,14-Aug,1,15,2,2,2,2,12,21
2015,10,Live Call,Late to Refill,1,0,7-Apr,<=7,0,122,16,16,12,0,87,88
2015,10,Live Call,Late to Refill,1,0,7-Apr,<=7,1,46,9,9,9,9,51,51
2015,10,Live Call,Late to Refill,1,0,10-Aug,15-21,0,2,2,2,0,0,16,34
2015,10,Live Call,Late to Refill,1,0,10-Aug,22-30,0,8,2,2,1,0,19,60
2015,10,Live Call,Late to Refill,1,0,10-Aug,22-30,1,10,1,1,1,1,9,30
2015,10,Live Call,Late to Refill,1,0,10-Aug,31-60,0,26,3,3,2,0,28,157
2015,10,Live Call,Late to Refill,1,0,10-Aug,14-Aug,0,11,2,2,1,0,18,18
2015,10,Live Call,Late to Refill,1,0,10-Aug,14-Aug,1,90,11,11,11,11,99,99
2015,10,Live Call,Late to Refill,1,0,<=3,15-21,0,1,1,1,0,0,3,17
2015,10,Live Call,Late to Refill,1,0,<=3,22-30,0,3,1,1,0,0,1,30
2015,10,Live Call,Late to Refill,1,0,<=3,22-30,1,18,2,2,2,2,6,60
2015,10,Live Call,Late to Refill,1,0,<=3,31-60,0,11,2,2,1,0,4,120
2015,10,Live Call,Late to Refill,1,0,<=3,31-60,1,14,2,2,2,2,4,64
2015,10,Live Call,Late to Refill,1,0,<=3,14-Aug,1,7,1,1,1,1,2,9
2015,10,Live Call,Late to Refill,1,0,<=3,<=7,0,47,8,8,3,0,11,15
2015,10,Live Call,Late to Refill,1,0,<=3,<=7,1,73,17,17,17,17,29,38
2015,10,Live Call,Late to Refill,1,0,>10,15-21,0,81,12,12,8,0,198,213
2015,10,Live Call,Late to Refill,1,0,>10,15-21,1,60,14,14,14,14,248,256
2015,10,Live Call,Late to Refill,1,0,>10,22-30,0,102,16,16,11,0,487,457
2015,10,Live Call,Late to Refill,1,0,>10,22-30,1,76,15,15,15,15,428,405
2015,10,Live Call,Late to Refill,1,0,>10,31-60,0,175,24,24,17,0,876,1188
2015,10,Live Call,Late to Refill,1,0,>10,31-60,1,321,39,39,39,39,1720,1924
2015,10,Live Call,Late to Refill,1,0,>10,14-Aug,0,58,9,9,9,0,140,110
2015,10,Live Call,Late to Refill,1,0,>10,14-Aug,1,28,9,9,9,9,112,112
2015,10,Live Call,Late to Refill,1,0,>10,>60,0,656,111,111,61,0,10168,9437
2015,10,Live Call,Late to Refill,1,0,>10,>60,1,488,82,82,82,82,7688,7049
2015,10,Live Call,Late to Refill,1,1,7-Apr,31-60,0,7,1,1,1,0,4,60
2015,10,Live Call,Late to Refill,1,1,<=3,15-21,0,1,1,1,1,0,1,15
2015,10,Live Call,Late to Refill,1,1,<=3,22-30,1,7,1,1,1,1,2,30
2015,10,Live Call,Late to Refill,1,1,<=3,<=7,0,11,1,1,1,0,1,1
2015,10,Live Call,Late to Refill,1,1,<=3,<=7,1,43,5,5,5,5,9,9
2015,10,Live Call,Late to Refill,1,1,>10,15-21,1,8,1,1,1,1,21,21
2015,10,Live Call,Late to Refill,1,1,>10,22-30,0,11,1,1,1,0,29,29
2015,10,Live Call,Late to Refill,1,1,>10,22-30,1,24,3,3,3,3,67,78
2015,10,Live Call,Late to Refill,1,1,>10,31-60,0,7,1,1,0,0,57,57
2015,10,Live Call,Late to Refill,1,1,>10,31-60,1,9,1,1,1,1,21,60
2015,10,Live Call,Late to Refill,1,1,>10,14-Aug,0,8,1,1,0,0,11,11
2015,10,Live Call,Late to Refill,1,1,>10,14-Aug,1,9,1,1,1,1,13,13
2015,10,Live Call,Late to Refill,1,1,>10,>60,0,143,24,24,12,0,2007,1892
2015,10,Live Call,Late to Refill,1,1,>10,>60,1,123,16,16,16,16,1351,1330
2015,10,Live Call,Chronic Non-Adherent,0,0,,,,,36940,0,,,,
2015,10,Live Call,Chronic Non-Adherent,0,1,,,,,12673,0,,,,
2015,10,Live Call,Chronic Non-Adherent,1,0,10-Aug,22-30,0,7,1,1,0,0,10,29
2015,10,Live Call,Chronic Non-Adherent,1,0,10-Aug,<=7,1,-2,1,1,1,1,9,0
2015,10,Live Call,Chronic Non-Adherent,1,0,<=3,15-21,0,300,62,62,29,0,0,1090
2015,10,Live Call,Chronic Non-Adherent,1,0,<=3,15-21,1,71,18,18,18,18,0,314
2015,10,Live Call,Chronic Non-Adherent,1,0,<=3,22-30,0,337,58,58,30,0,0,1481
2015,10,Live Call,Chronic Non-Adherent,1,0,<=3,22-30,1,140,30,30,30,30,0,771
2015,10,Live Call,Chronic Non-Adherent,1,0,<=3,31-60,0,556,103,103,43,0,0,4369
2015,10,Live Call,Chronic Non-Adherent,1,0,<=3,31-60,1,347,65,65,65,65,0,2809
2015,10,Live Call,Chronic Non-Adherent,1,0,<=3,14-Aug,0,371,71,71,27,0,3,748
2015,10,Live Call,Chronic Non-Adherent,1,0,<=3,14-Aug,1,401,58,58,58,58,0,649
2015,10,Live Call,Chronic Non-Adherent,1,0,<=3,<=7,0,1034,172,172,89,0,0,296
2015,10,Live Call,Chronic Non-Adherent,1,0,<=3,<=7,1,1316,198,198,198,198,0,333
2015,10,Live Call,Chronic Non-Adherent,1,0,<=3,>60,0,320,47,47,26,0,0,3563
2015,10,Live Call,Chronic Non-Adherent,1,0,<=3,>60,1,181,27,27,27,27,0,2007
2015,10,Live Call,Chronic Non-Adherent,1,0,>10,15-21,0,3,1,1,0,0,106,18
2015,10,Live Call,Chronic Non-Adherent,1,0,>10,22-30,0,5,1,1,0,0,96,27
2015,10,Live Call,Chronic Non-Adherent,1,0,>10,31-60,0,33,5,5,2,0,338,177
2015,10,Live Call,Chronic Non-Adherent,1,0,>10,31-60,1,10,1,1,1,1,29,54
2015,10,Live Call,Chronic Non-Adherent,1,0,>10,14-Aug,0,11,3,3,2,0,226,32
2015,10,Live Call,Chronic Non-Adherent,1,0,>10,<=7,0,21,3,3,2,0,212,0
2015,10,Live Call,Chronic Non-Adherent,1,0,>10,<=7,1,73,8,8,8,8,505,0
2015,10,Live Call,Chronic Non-Adherent,1,0,>10,>60,0,9,1,1,1,0,100,68
2015,10,Live Call,Chronic Non-Adherent,1,0,>10,>60,1,8,1,1,1,1,101,70
2015,10,Live Call,Chronic Non-Adherent,1,1,7-Apr,<=7,0,3,1,1,0,0,6,0
2015,10,Live Call,Chronic Non-Adherent,1,1,7-Apr,<=7,1,-8,1,1,1,1,5,0
2015,10,Live Call,Chronic Non-Adherent,1,1,<=3,15-21,0,145,22,22,11,0,0,381
2015,10,Live Call,Chronic Non-Adherent,1,1,<=3,15-21,1,68,11,11,11,11,0,194
2015,10,Live Call,Chronic Non-Adherent,1,1,<=3,22-30,0,109,19,19,8,0,0,481
2015,10,Live Call,Chronic Non-Adherent,1,1,<=3,22-30,1,35,5,5,5,5,0,123
2015,10,Live Call,Chronic Non-Adherent,1,1,<=3,31-60,0,105,19,19,6,0,0,824
